Date,Pure Gold (24 k),Standard Gold (22 K)
1/2/2006,768,711
1/3/2006,770.5,713
1/4/2006,784.5,726
1/5/2006,782.5,725
1/6/2006,776,719
1/7/2006,787.5,729
1/9/2006,790,732
1/10/2006,791,732
1/11/2006,788,730
1/12/2006,789,731
1/13/2006,790,732
1/16/2006,802,743
1/17/2006,812,752
1/18/2006,799,740
1/19/2006,803,744
1/20/2006,810,750
1/21/2006,808.5,749
1/23/2006,808.5,749
1/24/2006,809.5,750
1/25/2006,812,752
1/27/2006,814,754
1/28/2006,813.5,753
1/30/2006,815,755
1/31/2006,821.5,761
2/1/2006,819,758
2/2/2006,824.5,763
2/3/2006,829.5,768
2/4/2006,828.5,767
2/6/2006,830,769
2/7/2006,830,769
2/8/2006,803,744
2/9/2006,815,755
2/10/2006,814,754
2/11/2006,804.5,745
2/13/2006,798,739
2/14/2006,788,730
2/15/2006,797.5,738
2/16/2006,789.5,731
2/17/2006,796.5,738
2/18/2006,805.5,746
2/20/2006,806,746
2/21/2006,805.5,746
2/22/2006,807,747
2/23/2006,807.5,748
2/24/2006,805.5,746
2/25/2006,814.5,754
2/27/2006,813.5,753
2/28/2006,813,753
3/1/2006,819,758
3/2/2006,818,757
3/3/2006,824,763
3/4/2006,824,763
3/6/2006,825,764
3/7/2006,814,754
3/8/2006,807.5,748
3/9/2006,802,743
3/10/2006,802.5,743
3/11/2006,795,736
3/13/2006,798.5,739
3/14/2006,799.5,740
3/15/2006,808,748
3/16/2006,807,747
3/17/2006,808.5,749
3/18/2006,809.5,750
3/20/2006,811.5,751
3/21/2006,808,748
3/22/2006,808,748
3/23/2006,806.5,747
3/24/2006,806.5,747
3/25/2006,817.5,757
3/27/2006,820.5,760
3/28/2006,826.5,765
3/29/2006,822,761
3/30/2006,838,776
3/31/2006,848,785
4/1/2006,842,780
4/3/2006,847,784
4/4/2006,852,789
4/5/2006,852.5,789
4/6/2006,866,802
4/7/2006,874,809
4/8/2006,869.5,805
4/10/2006,878,813
4/12/2006,886,820
4/13/2006,889,823
4/15/2006,899.5,833
4/17/2006,903,836
4/18/2006,922,854
4/19/2006,931,862
4/20/2006,958,887
4/21/2006,922,854
4/22/2006,945.5,876
4/24/2006,942,872
4/25/2006,932.5,863
4/26/2006,940,870
4/27/2006,947,877
4/28/2006,945.5,876
4/29/2006,968.5,897
5/2/2006,993,900
5/4/2006,983.5,911
5/6/2006,1006.5,932
5/9/2006,1006,932
5/10/2006,1037.5,961
5/11/2006,1049,971
5/12/2006,1073,994
5/13/2006,1061.5,983
5/15/2006,1044.5,967
5/16/2006,1022,946
5/17/2006,1062.5,984
5/18/2006,1031,955
5/19/2006,1027,951
5/20/2006,991.5,918
5/22/2006,968,896
5/23/2006,980,907
5/24/2006,993.5,920
5/25/2006,973,901
5/26/2006,978,906
5/27/2006,978.5,906
5/29/2006,979,907
5/30/2006,986,913
5/31/2006,989,916
6/1/2006,967,895
6/2/2006,959.7,887
6/3/2006,962.5,891
6/5/2006,969,897
6/6/2006,959,888
6/7/2006,943,873
6/8/2006,943,873
6/9/2006,922,854
6/10/2006,921.5,853
6/12/2006,918,850
6/13/2006,900,833
6/14/2006,857.5,794
6/15/2006,865.5,801
6/16/2006,882,817
6/17/2006,880,815
6/19/2006,867.5,803
6/20/2006,864,800
6/21/2006,877,812
6/22/2006,895,829
6/23/2006,889,823
6/24/2006,887,821
6/26/2006,890,824
6/27/2006,897.5,831
6/28/2006,892,826
6/29/2006,890,824
6/30/2006,912,845
7/1/2006,932,863
7/3/2006,940,870
7/4/2006,942.5,873
7/5/2006,952.5,882
7/5/2006,955.5,885
7/6/2006,950.5,880
7/7/2006,955.5,885
7/8/2006,958,887
7/10/2006,951.5,881
7/11/2006,954,886
7/12/2006,975,903
7/13/2006,988,915
7/14/2006,1008.5,934
7/15/2006,1014,939
7/17/2006,1030,954
7/18/2006,999.5,926
7/19/2006,969,897
7/20/2006,984,911
7/21/2006,967,895
7/22/2006,958.5,888
7/24/2006,955,884
7/26/2006,953.5,883
7/27/2006,967.5,896
7/28/2006,969.5,898
7/29/2006,973.5,901
7/31/2006,976,904
8/1/2006,973,901
8/2/2006,990,917
8/3/2006,996.5,923
8/4/2006,990.5,917
8/5/2006,991.5,918
8/7/2006,994.5,921
8/8/2006,991,918
8/9/2006,981.5,909
8/10/2006,992.5,919
8/11/2006,984,911
8/12/2006,973,901
8/14/2006,967,895
8/16/2006,963,892
8/17/2006,967.5,896
8/18/2006,944,874
8/19/2006,943.5,874
8/21/2006,953,882
8/22/2006,963.5,892
8/23/2006,958.5,888
8/24/2006,957.5,887
8/25/2006,957,886
8/26/2006,958,887
8/28/2006,956.5,886
8/29/2006,949,879
8/30/2006,945.5,876
8/31/2006,953.5,883
9/1/2006,960,889
9/2/2006,959,888
9/4/2006,957.5,887
9/5/2006,959,888
9/6/2006,967.5,896
9/7/2006,963.5,892
9/8/2006,938,869
9/9/2006,932.5,863
9/11/2006,911.5,844
9/12/2006,912,845
9/13/2006,889,823
9/14/2006,903,836
9/15/2006,881.5,816
9/16/2006,884,819
9/18/2006,886,820
9/19/2006,891.5,826
9/20/2006,875.5,811
9/21/2006,880,815
9/22/2006,894.5,828
9/23/2006,892.5,826
9/25/2006,891.5,826
9/26/2006,898,832
9/27/2006,904,837
9/28/2006,913,845
9/29/2006,913.5,846
9/30/2006,908,841
10/3/2006,897.5,831
10/4/2006,871.5,807
10/5/2006,855.5,792
10/6/2006,863,799
10/7/2006,868,804
10/9/2006,875,810
10/10/2006,876,811
10/11/2006,865,801
10/12/2006,867,803
10/14/2006,886.5,821
10/16/2006,889,823
10/17/2006,893,827
10/18/2006,889.5,824
10/19/2006,880,815
10/20/2006,897,831
10/23/2006,883,818
10/24/2006,871,807
10/25/2006,873,808
10/26/2006,886,820
10/27/2006,886.5,821
10/28/2006,895,829
10/30/2006,900.5,834
10/31/2006,892,826
11/1/2006,902,835
11/2/2006,913,845
11/3/2006,922,854
11/4/2006,927.5,859
11/7/2006,924,856
11/8/2006,923,855
11/9/2006,910.5,843
11/10/2006,929,860
11/11/2006,925,857
11/13/2006,929,860
11/14/2006,925,857
11/15/2006,927,858
11/16/2006,926.5,858
11/17/2006,916.5,849
11/18/2006,920,852
11/20/2006,921.5,853
11/21/2006,922,854
11/22/2006,926,857
11/23/2006,929.5,861
11/24/2006,934,865
11/25/2006,938.5,869
11/27/2006,940,870
11/28/2006,941,871
11/29/2006,941,871
11/30/2006,939,870
12/1/2006,947,877
12/2/2006,947,877
12/4/2006,947.5,877
12/5/2006,947,877
12/6/2006,935.5,866
12/7/2006,930.5,862
12/8/2006,930,861
12/9/2006,924,856
12/11/2006,925,857
12/12/2006,928.5,860
12/13/2006,926.5,858
12/14/2006,925,857
12/15/2006,923,855
12/16/2006,909,842
12/18/2006,912,845
12/19/2006,910.5,843
12/20/2006,914.5,847
12/21/2006,915.5,848
12/22/2006,911.5,844
12/23/2006,912,845
12/25/2006,913,845
12/26/2006,917,849
12/27/2006,917.5,850
12/28/2006,918.5,851
12/29/2006,925,857
12/30/2006,930.5,862
1/1/2007,930.5,862
1/2/2007,932,864
1/3/2007,935,866
1/4/2007,908.4,842
1/5/2007,902,836
1/6/2007,881,816
1/8/2007,883.5,819
1/9/2007,891.5,826
1/10/2007,887.5,822
1/11/2007,891.5,826
1/12/2007,892.5,827
1/13/2007,908,841
1/16/2007,906,839
1/17/2007,903.5,837
1/18/2007,915.5,848
1/19/2007,909,842
1/20/2007,917,850
1/22/2007,916.5,849
1/23/2007,918.5,851
1/24/2007,928,860
1/25/2007,932.5,864
1/27/2007,932.5,864
1/29/2007,930,862
1/30/2007,928,860
1/31/2007,931,863
2/1/2007,938.5,870
2/2/2007,942.5,873
2/3/2007,933,865
2/5/2007,933,865
2/6/2007,933,865
2/7/2007,939.5,871
2/8/2007,934.5,866
2/9/2007,944.5,875
2/10/2007,953.5,884
2/12/2007,953.5,884
2/13/2007,953.5,884
2/14/2007,959,889
2/15/2007,958.5,888
2/16/2007,957.5,887
2/17/2007,959.5,889
2/19/2007,963,892
2/20/2007,962,891
2/21/2007,949.5,880
2/22/2007,971.5,900
2/23/2007,970,899
2/24/2007,976.5,905
2/26/2007,980.5,909
2/27/2007,980.5,909
2/28/2007,970.5,899
3/1/2007,969,898
3/2/2007,953.5,884
3/3/2007,939.5,861
3/5/2007,930,862
3/6/2007,933,865
3/7/2007,934.5,866
3/8/2007,944,875
3/9/2007,944,875
3/10/2007,939.5,871
3/12/2007,940.5,871
3/13/2007,936.5,868
3/14/2007,929,861
3/15/2007,930.5,862
3/16/2007,933.5,865
3/17/2007,938,869
3/19/2007,942.5,873
3/20/2007,937.5,869
3/21/2007,939.5,871
3/22/2007,945.5,876
3/23/2007,942.5,873
3/24/2007,936,867
3/26/2007,935.5,867
3/27/2007,937.5,869
3/28/2007,937,868
3/29/2007,940.5,871
3/30/2007,940.5,871
4/2/2007,941,872
4/3/2007,935,866
4/4/2007,932.5,864
4/5/2007,944.5,875
4/6/2007,944.5,875
4/7/2007,945.5,876
4/9/2007,942,873
4/10/2007,945.5,876
4/11/2007,947.5,878
4/12/2007,948.5,879
4/13/2007,945.5,876
4/16/2007,946,877
4/17/2007,937,868
4/18/2007,941.5,872
4/19/2007,942.5,873
4/20/2007,936.5,868
4/21/2007,942.5,873
4/23/2007,940,871
4/24/2007,928,860
4/25/2007,919,852
4/26/2007,913,846
4/27/2007,901,835
4/28/2007,912,845
4/30/2007,913,846
5/2/2007,906.5,840
5/3/2007,909,842
5/4/2007,910,843
5/5/2007,919,852
5/7/2007,914,847
5/8/2007,914.5,847
5/9/2007,916.5,849
5/10/2007,909.5,843
5/11/2007,900,834
5/12/2007,905,839
5/14/2007,902.5,836
5/15/2007,892.5,827
5/16/2007,896,830
5/17/2007,885,820
5/18/2007,880.5,816
5/19/2007,881,816
5/21/2007,879.5,815
5/22/2007,881,816
5/23/2007,873.5,809
5/24/2007,877.5,813
5/25/2007,869,805
5/26/2007,870.5,807
5/28/2007,870,806
5/29/2007,870,806
5/30/2007,873.5,809
5/31/2007,874,810
6/1/2007,877.5,813
6/2/2007,888.5,823
6/4/2007,886,821
6/5/2007,889.5,824
6/6/2007,888.5,823
6/7/2007,891,826
6/8/2007,881,816
6/9/2007,873,809
6/11/2007,871,807
6/12/2007,869,805
6/13/2007,864.5,801
6/14/2007,868.5,805
6/15/2007,870.5,807
6/16/2007,874,810
6/18/2007,875.5,811
6/19/2007,872.5,808
6/20/2007,878,814
6/21/2007,872.5,808
6/22/2007,868,804
6/23/2007,871,807
6/25/2007,869.5,806
6/26/2007,869.5,806
6/27/2007,861,798
6/28/2007,862,799
6/29/2007,863.5,800
6/30/2007,865.5,802
7/2/2007,865.5,802
7/3/2007,870,806
7/4/2007,865,802
7/5/2007,866.5,803
7/6/2007,857.5,795
7/7/2007,864,801
7/9/2007,866.5,803
7/10/2007,870.5,807
7/11/2007,875,811
7/12/2007,874,810
7/13/2007,880,815
7/14/2007,880,815
7/16/2007,880,815
7/17/2007,876,812
7/18/2007,879,814
7/19/2007,885.5,821
7/20/2007,890,825
7/21/2007,899.5,833
7/23/2007,898,832
7/24/2007,896.5,831
7/25/2007,892.5,827
7/26/2007,889.5,824
7/27/2007,877.5,813
7/28/2007,874,810
7/30/2007,875.5,811
7/31/2007,878,814
8/1/2007,874.5,810
8/2/2007,876.5,812
8/3/2007,877.5,813
8/4/2007,887,822
8/6/2007,888.5,823
8/7/2007,882,817
8/8/2007,886.5,821
8/9/2007,889,824
8/10/2007,881,816
8/11/2007,891,826
8/13/2007,887.5,822
8/14/2007,887.5,822
8/16/2007,893,827
8/17/2007,883,818
8/18/2007,888,823
8/20/2007,883.5,819
8/21/2007,883,818
8/22/2007,880.5,816
8/23/2007,888,823
8/24/2007,885,820
8/25/2007,893.5,828
8/27/2007,893,827
8/28/2007,895,829
8/29/2007,893.5,828
8/30/2007,893.5,828
8/31/2007,893.5,828
9/1/2007,896.5,831
9/3/2007,897.5,832
9/4/2007,898,832
9/5/2007,907.5,841
9/6/2007,910,843
9/7/2007,922.5,855
9/8/2007,931,863
9/10/2007,933,865
9/11/2007,933,865
9/12/2007,940.5,871
9/13/2007,934.5,866
9/14/2007,931,863
9/17/2007,938,869
9/18/2007,945,876
9/19/2007,949,879
9/20/2007,948,878
9/21/2007,952.5,883
9/22/2007,948.5,879
9/24/2007,951.5,882
9/25/2007,944.5,875
9/26/2007,943.5,874
9/27/2007,941.5,872
9/28/2007,948.5,879
9/29/2007,956,886
10/1/2007,956.5,886
10/3/2007,949,879
10/4/2007,934,865
10/5/2007,942.5,873
10/6/2007,948.5,879
10/8/2007,946,877
10/9/2007,939,870
10/10/2007,946,877
10/11/2007,951.5,882
10/12/2007,954.5,884
10/13/2007,959,889
10/15/2007,965.5,895
10/16/2007,976.5,905
10/17/2007,976.5,905
10/18/2007,975.5,904
10/19/2007,989,916
10/20/2007,987.5,915
10/22/2007,982.5,910
10/23/2007,978,906
10/24/2007,977,905
10/25/2007,983.5,911
10/26/2007,996,923
10/27/2007,1004.5,931
10/29/2007,1013.5,939
10/30/2007,1002,928
10/31/2007,1000,927
11/1/2007,1012.5,938
11/2/2007,1007,933
11/3/2007,1023,948
11/5/2007,1019.5,945
11/6/2007,1028.5,953
11/7/2007,1052,975
11/9/2007,1042.5,966
11/10/2007,1042.5,966
11/12/2007,1029.5,954
11/13/2007,1024,949
11/15/2007,1033.5,958
11/16/2007,1010,936
11/17/2007,1008,934
11/19/2007,1010,936
11/20/2007,1006.5,933
11/21/2007,1022.5,947
11/22/2007,1022,947
11/23/2007,1033,957
11/24/2007,1046.5,970
11/26/2007,1051.5,974
11/27/2007,1051,974
11/28/2007,1032,956
11/29/2007,1038.5,962
11/30/2007,1027.5,952
12/1/2007,1011.5,937
12/3/2007,1012.5,938
12/4/2007,1008,934
12/5/2007,1022.5,947
12/6/2007,1014,940
12/7/2007,1017,942
12/8/2007,1019.5,945
12/10/2007,1020,945
12/11/2007,1026.5,951
12/12/2007,1027,952
12/13/2007,1033,957
12/14/2007,1025,950
12/15/2007,1018.5,944
12/17/2007,1015.5,941
12/18/2007,1017.5,943
12/19/2007,1025,950
12/20/2007,1025.5,950
12/21/2007,1028,953
12/22/2007,1035,959
12/24/2007,1036.5,960
12/25/2007,1035.5,959
12/26/2007,1042,966
12/27/2007,1052,975
12/28/2007,1054,977
12/29/2007,1067,989
12/31/2007,1069.5,991
1/1/2008,1064,986
1/2/2008,1069,991
1/3/2008,1089,1009
1/4/2008,1089,1009
1/5/2008,1089.5,1010
1/7/2008,1087,1007
1/8/2008,1102.5,1022
1/9/2008,1122,1040
1/10/2008,1113,1031
1/11/2008,1126.5,1044
1/12/2008,1131.5,1048
1/14/2008,1147.5,1063
1/16/2008,1131,1048
1/17/2008,1127,1044
1/18/2008,1119,1037
1/19/2008,1126.5,1044
1/21/2008,1123,1041
1/22/2008,1109.5,1028
1/23/2008,1136,1053
1/24/2008,1138.5,1055
1/25/2008,1163.5,1078
1/28/2008,1168.5,1083
1/29/2008,1178.5,1092
1/30/2008,1177.5,1091
1/31/2008,1178.5,1092
2/1/2008,1184,1097
2/2/2008,1165.5,1080
2/4/2008,1164.5,1079
2/5/2008,1149.5,1065
2/6/2008,1145.5,1061
2/7/2008,1157.5,1073
2/8/2008,1168.5,1083
2/9/2008,1178.5,1092
2/11/2008,1181,1094
2/12/2008,1185.5,1098
2/13/2008,1164.5,1079
2/14/2008,1173.5,1087
2/15/2008,1169,1083
2/16/2008,1164.5,1079
2/18/2008,1164.5,1079
2/19/2008,1175.5,1089
2/20/2008,1193,1105
2/21/2008,1216,1127
2/22/2008,1213.5,1124
2/23/2008,1215,1126
2/25/2008,1222.5,1133
2/26/2008,1205,1117
2/27/2008,1234.5,1144
2/28/2008,1227.5,1137
2/29/2008,1250,1158
3/1/2008,1252,1160
3/3/2008,1269.5,1176
3/4/2008,1278.5,1185
3/5/2008,1262.5,1170
3/6/2008,1282,1188
3/7/2008,1280.5,1187
3/8/2008,1272,1182
3/10/2008,1283.5,1189
3/11/2008,1278,1184
3/12/2008,1273.5,1180
3/13/2008,1291,1196
3/14/2008,1300.5,1205
3/15/2008,1306.5,1211
3/17/2008,1352,1253
3/18/2008,1325,1228
3/19/2008,1308,1212
3/20/2008,1217.5,1128
3/21/2008,1216,1127
3/22/2008,1211,1122
3/24/2008,1206,1117
3/25/2008,1216.5,1127
3/26/2008,1223,1133
3/27/2008,1235,1144
3/28/2008,1224,1134
3/29/2008,1208.5,1120
3/31/2008,1215,1126
4/1/2008,1172,1086
4/2/2008,1158,1073
4/3/2008,1169,1083
4/4/2008,1175,1089
4/5/2008,1183.5,1097
4/7/2008,1185.5,1098
4/8/2008,1201,1113
4/9/2008,1180,1093
4/10/2008,1211.5,1123
4/11/2008,1203,1115
4/12/2008,1203.5,1115
4/14/2008,1196.5,1109
4/15/2008,1208.5,1120
4/16/2008,1210,1121
4/17/2008,1231,1141
4/19/2008,1191.5,1104
4/21/2008,1194,1106
4/22/2008,1194,1106
4/23/2008,1193,1105
4/24/2008,1176,1090
4/25/2008,1155.5,1071
4/26/2008,1159,1074
4/28/2008,1164.5,1079
4/29/2008,1166,1080
4/30/2008,1143,1059
5/2/2008,1134,1051
5/3/2008,1135.5,1052
5/5/2008,1143.5,1060
5/6/2008,1162,1077
5/7/2008,1172.5,1086
5/8/2008,1179.5,1093
5/9/2008,1196.5,1109
5/10/2008,1195,1107
5/12/2008,1198.5,1111
5/13/2008,1200.5,1112
5/14/2008,1191.5,1104
5/15/2008,1193.5,1106
5/16/2008,1224.5,1135
5/17/2008,1243,1152
5/19/2008,1251.5,1160
5/20/2008,1251.5,1160
5/21/2008,1277.5,1184
5/22/2008,1299.5,1204
5/23/2008,1280.5,1187
5/24/2008,1281.5,1187
5/26/2008,1282,1188
5/27/2008,1290,1195
5/28/2008,1247,1155
5/29/2008,1246.5,1155
5/30/2008,1214.5,1125
5/31/2008,1223,1133
6/2/2008,1218,1129
6/3/2008,1236,1145
6/4/2008,1220,1130
6/5/2008,1216.5,1127
6/6/2008,1226,1136
6/7/2008,1249.5,1158
6/9/2008,1257.5,1165
6/10/2008,1235,1144
6/11/2008,1219,1130
6/12/2008,1214,1125
6/13/2008,1212,1123
6/14/2008,1215,1126
6/16/2008,1216,1127
6/17/2008,1233,1142
6/18/2008,1233.5,1143
6/19/2008,1240.5,1149
6/20/2008,1251.5,1160
6/21/2008,1253,1161
6/23/2008,1258.5,1166
6/24/2008,1238.5,1148
6/25/2008,1237.5,1147
6/26/2008,1233.5,1143
6/27/2008,1273.5,1180
6/28/2008,1276.5,1183
6/30/2008,1281,1187
7/1/2008,1283,1189
7/2/2008,1294.5,1199
7/3/2008,1296.5,1201
7/4/2008,1290.5,1196
7/5/2008,1293,1198
7/7/2008,1283,1189
7/8/2008,1296,1201
7/9/2008,1286,1192
7/10/2008,1299.5,1204
7/11/2008,1314.5,1218
7/12/2008,1329.5,1232
7/14/2008,1334,1236
7/15/2008,1367,1267
7/16/2008,1359,1259
7/17/2008,1340.5,1242
7/18/2008,1333.5,1236
7/19/2008,1329.5,1232
7/21/2008,1335,1237
7/22/2008,1343,1244
7/23/2008,1286,1192
7/24/2008,1263.5,1171
7/25/2008,1280.5,1187
7/26/2008,1278.5,1185
7/28/2008,1283.5,1189
7/29/2008,1289,1194
7/30/2008,1264,1171
7/31/2008,1259.5,1167
8/1/2008,1251,1160
8/2/2008,1256,1164
8/4/2008,1259.5,1167
8/5/2008,1218.9,1129
8/6/2008,1208,1119
8/7/2008,1207,1118
8/8/2008,1190,1103
8/9/2008,1174,1088
8/11/2008,1183,1096
8/12/2008,1127,1044
8/13/2008,1158.5,1073
8/14/2008,1180.5,1094
8/16/2008,1130,1047
8/18/2008,1157.5,1073
8/19/2008,1160.5,1075
8/20/2008,1183,1096
8/21/2008,1189,1102
8/22/2008,1193,1105
8/23/2008,1184,1097
8/25/2008,1178.5,1092
8/26/2008,1181,1094
8/27/2008,1195.5,1108
8/28/2008,1198,1110
8/29/2008,1198.5,1111
8/30/2008,1196,1108
9/1/2008,1200.5,1112
9/2/2008,1175,1089
9/4/2008,1177.5,1091
9/5/2008,1161.5,1076
9/6/2008,1176.5,1090
9/8/2008,1179.5,1093
9/9/2008,1173.5,1087
9/10/2008,1149,1065
9/11/2008,1120,1038
9/12/2008,1136,1053
9/13/2008,1147.5,1063
9/15/2008,1172.5,1086
9/16/2008,1175,1089
9/17/2008,1180,1093
9/18/2008,1270,1177
9/19/2008,1240.5,1149
9/20/2008,1247.5,1156
9/22/2008,1257.5,1165
9/23/2008,1267.5,1174
9/24/2008,1268.5,1175
9/25/2008,1273.5,1180
9/26/2008,1269.5,1176
9/27/2008,1284,1190
9/29/2008,1295.5,1200
9/30/2008,1314,1218
10/1/2008,1310.5,1214
10/3/2008,1281,1187
10/4/2008,1275,1181
10/6/2008,1280.5,1187
10/7/2008,1323.5,1226
10/8/2008,1364,1264
10/9/2008,1346,1247
10/10/2008,1373.5,1273
10/11/2008,1328,1231
10/13/2008,1333,1235
10/14/2008,1307,1211
10/15/2008,1318.5,1222
10/16/2008,1321,1224
10/17/2008,1273.5,1180
10/18/2008,1256,1164
10/20/2008,1278,1184
10/21/2008,1251.5,1160
10/22/2008,1224.5,1135
10/23/2008,1192.5,1105
10/24/2008,1153.5,1069
10/25/2008,1214,1125
10/28/2008,1217,1128
10/29/2008,1215.5,1126
10/30/2008,1244.5,1153
10/31/2008,1186.5,1099
11/1/2008,1186.5,1099
11/3/2008,1187,1100
11/4/2008,1172.5,1086
11/5/2008,1185,1098
11/6/2008,1177.5,1091
11/7/2008,1173.5,1087
11/8/2008,1172.5,1086
11/10/2008,1184.5,1098
11/11/2008,1184,1097
11/12/2008,1184,1097
11/13/2008,1178.5,1092
11/14/2008,1188,1101
11/14/2008,1188,1101
11/15/2008,1202,1114
11/17/2008,1203,1115
11/18/2008,1206,1117
11/19/2008,1205,1117
11/20/2008,1220.5,1131
11/21/2008,1228.5,1138
11/22/2008,1280,1186
11/24/2008,1278,1184
11/25/2008,1283.5,1189
11/26/2008,1288,1193
11/27/2008,1287.5,1193
11/28/2008,1291,1196
11/29/2008,1294,1199
12/1/2008,1294,1199
12/2/2008,1263.5,1171
12/3/2008,1266.5,1174
12/4/2008,1249.5,1158
12/5/2008,1247.5,1156
12/6/2008,1227.5,1137
12/8/2008,1239.5,1149
12/9/2008,1239,1148
12/10/2008,1249,1157
12/11/2008,1276,1182
12/12/2008,1282,1188
12/13/2008,1281,1187
12/15/2008,1286,1192
12/16/2008,1288,1193
12/17/2008,1300,1205
12/18/2008,1311,1215
12/19/2008,1289,1194
12/20/2008,1283,1189
12/22/2008,1294,1199
12/23/2008,1313,1217
12/24/2008,1305.5,1210
12/25/2008,1310.5,1214
12/26/2008,1310.5,1214
12/27/2008,1336.5,1238
12/29/2008,1355,1256
12/30/2008,1339,1241
12/31/2008,1320,1223
1/1/2009,1344,1246
1/2/2009,1348.5,1250
1/3/2009,1344,1245
1/5/2009,1332.5,1235
1/6/2009,1310,1214
1/7/2009,1335.5,1237
1/8/2009,1322,1225
1/9/2009,1337.5,1239
1/10/2009,1332,1234
1/12/2009,1334.5,1237
1/13/2009,1307.5,1212
1/15/2009,1297,1202
1/16/2009,1305,1209
1/17/2009,1327.5,1230
1/19/2009,1324,1227
1/20/2009,1318.5,1222
1/21/2009,1348,1249
1/22/2009,1349,1250
1/23/2009,1353.5,1254
1/24/2009,1390,1288
1/27/2009,1390,1288
1/28/2009,1383,1281
1/29/2009,1367.5,1267
1/30/2009,1412.5,1309
1/31/2009,1406,1303
2/2/2009,1400,1297
2/3/2009,1394,1292
2/4/2009,1392.5,1290
2/5/2009,1407,1304
2/6/2009,1421,1317
2/7/2009,1426,1321
2/9/2009,1420,1316
2/10/2009,1416,1312
2/11/2009,1439.5,1334
2/12/2009,1477.5,1369
2/13/2009,1474,1366
2/14/2009,1474.5,1366
2/16/2009,1476,1368
2/17/2009,1515,1404
2/18/2009,1549,1435
2/19/2009,1555.5,1441
2/20/2009,1558.5,1444
2/21/2009,1572.5,1457
2/23/2009,1561.5,1447
2/24/2009,1562,1447
2/25/2009,1523,1411
2/26/2009,1514.5,1403
2/27/2009,1513,1402
2/28/2009,1521,1409
3/2/2009,1546,1433
3/3/2009,1515,1404
3/4/2009,1504.5,1394
3/5/2009,1503.5,1393
3/6/2009,1527.5,1415
3/7/2009,1524.5,1413
3/9/2009,1524.5,1428
3/10/2009,1505,1410
3/11/2009,1500,1405
3/12/2009,1509,1413
3/13/2009,1518,1422
3/14/2009,1524.5,1428
3/16/2009,1521,1425
3/17/2009,1511.5,1416
3/18/2009,1504,1409
3/19/2009,1515,1419
3/20/2009,1538.5,1441
3/21/2009,1532.5,1435
3/23/2009,1533.5,1436
3/24/2009,1515.5,1419
3/25/2009,1511.5,1416
3/26/2009,1521,1425
3/28/2009,1514.5,1418
3/30/2009,1520,1424
3/31/2009,1514,1418
4/1/2009,1516,1420
4/2/2009,1503.5,1408
4/3/2009,1477,1383
4/4/2009,1463.5,1371
4/6/2009,1431.5,1341
4/8/2009,1451.5,1359
4/9/2009,1437.5,1346
4/10/2009,1433.5,1343
4/11/2009,1435,1344
4/13/2009,1439.5,1348
4/14/2009,1445,1353
4/15/2009,1441.5,1350
4/16/2009,1439.5,1348
4/17/2009,1414,1310
4/18/2009,1413,1309
4/20/2009,1420,1316
4/21/2009,1454.5,1348
4/22/2009,1448.5,1342
4/24/2009,1474.5,1366
4/25/2009,1476.5,1368
4/27/2009,1478.5,1378
4/28/2009,1472.5,1364
4/29/2009,1460,1353
4/30/2009,1458.5,1351
5/2/2009,1444.5,1338
5/4/2009,1442.5,1337
5/5/2009,1450.5,1344
5/6/2009,1455.5,1349
5/7/2009,1462,1355
5/8/2009,1470,1362
5/9/2009,1467,1359
5/11/2009,1467,1359
5/12/2009,1470.5,1363
5/14/2009,1492,1382
5/15/2009,1488.5,1379
5/16/2009,1490.5,1381
5/18/2009,1450,1344
5/19/2009,1432.5,1327
5/20/2009,1438.5,1333
5/21/2009,1450.5,1344
5/22/2009,1457,1350
5/23/2009,1461.5,1354
5/25/2009,1464.5,1357
5/26/2009,1469.5,1362
5/27/2009,1469.5,1362
5/28/2009,1470.5,1363
5/29/2009,1486,1377
5/30/2009,1495.5,1386
6/1/2009,1502,1392
6/2/2009,1488,1379
6/3/2009,1495.5,1386
6/4/2009,1484.5,1376
6/5/2009,1494,1384
6/6/2009,1469.5,1362
6/8/2009,1471,1363
6/9/2009,1469.5,1362
6/10/2009,1474.5,1366
6/11/2009,1471.5,1363
6/12/2009,1467.5,1360
6/13/2009,1456.5,1350
6/15/2009,1453.5,1347
6/16/2009,1451.5,1345
6/17/2009,1453.5,1347
6/18/2009,1465,1357
6/19/2009,1460.5,1353
6/20/2009,1460,1353
6/22/2009,1461.5,1354
6/23/2009,1453,1346
6/24/2009,1459,1352
6/25/2009,1469.5,1362
6/26/2009,1477.5,1369
6/27/2009,1471.5,1363
6/29/2009,1467.5,1360
6/30/2009,1466.5,1359
7/1/2009,1450.5,1344
7/2/2009,1454.5,1348
7/3/2009,1452.5,1346
7/4/2009,1452.5,1346
7/6/2009,1460.5,1353
7/7/2009,1460.5,1353
7/8/2009,1467,1359
7/9/2009,1459.5,1352
7/10/2009,1451.5,1345
7/11/2009,1459,1352
7/13/2009,1463.5,1356
7/14/2009,1468.5,1361
7/15/2009,1478,1370
7/16/2009,1483,1374
7/17/2009,1484,1375
7/18/2009,1485,1376
7/20/2009,1495,1385
7/21/2009,1495.5,1386
7/22/2009,1497.5,1388
7/23/2009,1510.5,1400
7/24/2009,1503,1393
7/25/2009,1502,1392
7/27/2009,1507,1396
